AVONDALE,81,BASKETBALL COURT,OUTDOOR,1152341.66,1921840.569,41.941397,-87.715491
AVONDALE,81,GYMNASTIC CENTER,INDOOR,1152384.012,1921803.124,41.941293,-87.715337
AVONDALE,81,GYMNASIUM,INDOOR,1152411.072,1921801.856,41.941289,-87.715237
AVONDALE,81,POOL (OUTDOOR),OUTDOOR,1152363.794,1921956.158,41.941713,-87.715407
AVONDALE,81,PLAYGROUND,OUTDOOR,1152351.088,1921887.707,41.941526,-87.715456
AVONDALE,81,SPRAY FEATURE,OUTDOOR,1152468.726,1921844.668,41.941405,-87.715024
BACK OF THE YARDS,1063,BASKETBALL COURT,OUTDOOR,1168403.178,1871982.861,41.80425,-87.657901
BACK OF THE YARDS,1063,HORSESHOE COURT,OUTDOOR,1168419.938,1872097.713,41.804565,-87.657836
BACK OF THE YARDS,1063,PLAYGROUND,OUTDOOR,1168277.482,1872039.055,41.804407,-87.65836
BACK OF THE YARDS,1063,SPRAY FEATURE,OUTDOOR,1168381.982,1872069.123,41.804488,-87.657976
BARAGA (FREDERICK),295,BASKETBALL COURT,OUTDOOR,1162031.302,1887562.164,41.847137,-87.680836
BARAGA (FREDERICK),295,PLAYGROUND PARK,OUTDOOR,1161944.676,1887565.004,41.847146,-87.681154
BARNARD (ERASTUS),1205,PLAYGROUND,OUTDOOR,1165427.721,1835227.857,41.703453,-87.669853
BARRETT (JOHN),1022,BASKETBALL COURT,OUTDOOR,1163156.876,1889535.54,41.852528,-87.67665
BARRETT (JOHN),1022,PLAYGROUND,OUTDOOR,1163196.252,1889468.667,41.852344,-87.676507
BARTELME (MARY),542,PLAYGROUND,OUTDOOR,1170366.279,1899552.907,41.879863,-87.649897
BARTELME (MARY),542,DOG FRIENDLY AREA,OUTDOOR,1170340.272,1899409.607,41.87947,-87.649996
BAULER (MATHIAS),365,PLAYGROUND,OUTDOOR,1172531.059,1912827.672,41.916242,-87.641555
BEEHIVE,328,PLAYGROUND PARK,OUTDOOR,1186524.796,1864226.229,41.782556,-87.591686
BEILFUSS (A.W.),1003,BASEBALL JR/SOFTBALL,OUTDOOR,1150427.356,1911343.11,41.912628,-87.722802
BEILFUSS (A.W.),1003,PLAYGROUND,OUTDOOR,1150226.745,1911267.531,41.912425,-87.723541
BEVERLY,254,BASEBALL SR,OUTDOOR,1161307.712,1836653.447,41.707451,-87.684901
"BELL (GEORGE,JR.)",121,BASKETBALL COURT,OUTDOOR,1130452.766,1919409.454,41.93513,-87.795999
"BELL (GEORGE,JR.)",121,BASEBALL JR/SOFTBALL,OUTDOOR,1130307.109,1919756.485,41.936085,-87.796526
"BELL (GEORGE,JR.)",121,BASEBALL JR/SOFTBALL,OUTDOOR,1130460.725,1919625.95,41.935724,-87.795965
"BELL (GEORGE,JR.)",121,PLAYGROUND,OUTDOOR,1130340.538,1919400.699,41.935108,-87.796412
"BELL (GEORGE,JR.)",121,SPRAY FEATURE,OUTDOOR,1130421.724,1919270.96,41.934751,-87.796116
"BELL (GEORGE,JR.)",121,TENNIS COURT,OUTDOOR,1130472.664,1919313.941,41.934868,-87.795928
"BELL (GEORGE,JR.)",121,TENNIS COURT,OUTDOOR,1130323.027,1919306.778,41.934851,-87.796478
"BELL (GEORGE,JR.)",121,VOLLEYBALL,OUTDOOR,1130471.073,1919520.09,41.935433,-87.795929
BERGER (ALBERT),1255,CULTURAL CENTER,SPECIAL,1168609.09,1941446.26,41.994858,-87.655132
BERGER (ALBERT),1255,GALLERY,SPECIAL,1168599.095,1941446.26,41.994858,-87.655169
BERGER (ALBERT),1255,PLAYGROUND,OUTDOOR,1168656.126,1941687.908,41.99552,-87.654952
BESSEMER (HENRY),12,ARTIFICIAL TURF FIELD,OUTDOOR,1196446.975,1845686.72,41.731441,-87.555923
BESSEMER (HENRY),12,BASKETBALL COURT,OUTDOOR,1196083.779,1846379.119,41.73335,-87.557231
